,satisfied,time,n_iter,n_split,vis_row,vis_column,vis_block,max_depth,avg_depth
17043,True,0.16618895530700684,49,2,2,2,2,1,0.358974358974359
17044,True,0.10397791862487793,38,0,0,0,0,0,0.0
17045,True,0.21766376495361328,85,6,3,3,3,3,0.6
17046,True,0.06160569190979004,25,0,0,0,0,0,0.0
17047,True,0.10418391227722168,31,0,0,0,0,0,0.0
17048,True,0.08665275573730469,39,1,1,1,1,1,0.3448275862068966
17049,True,0.18117260932922363,46,3,3,3,2,3,1.4444444444444444
17050,True,0.060170888900756836,25,0,0,0,0,0,0.0
17051,True,0.06542563438415527,29,0,0,0,0,0,0.0
17052,True,0.40796542167663574,104,8,3,3,2,3,0.723404255319149
17053,True,0.0681450366973877,28,0,0,0,0,0,0.0
17054,True,0.35077786445617676,122,10,5,4,4,5,1.4017857142857142
17055,True,0.1488628387451172,40,0,0,0,0,0,0.0
17056,True,0.2937967777252197,69,9,5,3,3,7,1.4745762711864407
17057,True,0.0806879997253418,37,0,0,0,0,0,0.0
17058,True,0.11151719093322754,45,1,1,1,1,1,0.4
17059,True,0.07488441467285156,34,0,0,0,0,0,0.0
17060,True,0.2407994270324707,94,6,6,4,4,3,0.6071428571428571
17061,True,0.6112051010131836,182,20,5,6,3,5,0.6627906976744186
17062,True,0.0684049129486084,29,0,0,0,0,0,0.0
17063,True,0.24324512481689453,64,4,3,3,2,3,0.9814814814814815
17064,True,0.14677166938781738,38,3,3,2,2,3,2.142857142857143
17065,True,0.20567560195922852,66,4,3,2,2,2,0.5178571428571429
17066,True,0.41950249671936035,133,14,5,3,3,4,0.8861788617886179
17067,True,0.34723663330078125,145,9,5,5,3,3,0.8148148148148148
17068,True,0.1023716926574707,29,0,0,0,0,0,0.0
17069,True,0.12039828300476074,42,0,0,0,0,0,0.0
17070,True,0.10654973983764648,31,0,0,0,0,0,0.0
17071,True,0.07844281196594238,36,1,1,1,1,1,0.19230769230769232
17072,True,0.08778977394104004,37,1,1,1,1,1,0.14814814814814814
17073,True,0.09010958671569824,44,1,1,1,1,1,0.14705882352941177
17074,True,0.09958791732788086,34,0,0,0,0,0,0.0
17075,True,0.1297893524169922,26,0,0,0,0,0,0.0
17076,True,0.08782649040222168,26,0,0,0,0,0,0.0
17077,True,0.13638997077941895,36,0,0,0,0,0,0.0
17078,True,0.09076809883117676,48,1,1,1,1,1,0.23684210526315788
17079,True,0.15273714065551758,41,1,1,1,1,1,0.5806451612903226
17080,True,0.07311177253723145,36,0,0,0,0,0,0.0
17081,True,0.7419803142547607,353,33,8,8,6,7,1.0174927113702623
17082,True,0.10614871978759766,39,1,1,1,1,1,0.3448275862068966
17083,True,0.06635475158691406,29,0,0,0,0,0,0.0
17084,True,0.0906064510345459,29,0,0,0,0,0,0.0
17085,True,0.1873338222503662,47,2,2,2,2,2,0.8108108108108109
17086,True,0.4297356605529785,138,16,6,6,4,6,1.53125
17087,True,0.06398749351501465,26,0,0,0,0,0,0.0
17088,True,0.16433501243591309,39,0,0,0,0,0,0.0
17089,True,0.8494811058044434,206,20,6,7,4,7,0.8775510204081632
17090,True,0.15168499946594238,45,1,1,1,1,1,0.2857142857142857
17091,True,0.056941986083984375,22,0,0,0,0,0,0.0
17092,True,0.05904078483581543,27,0,0,0,0,0,0.0
17093,True,0.10299539566040039,41,2,2,2,2,2,1.1935483870967742
17094,True,0.09473371505737305,34,0,0,0,0,0,0.0
17095,True,0.429654598236084,169,15,6,4,5,6,0.9119496855345912
17096,True,0.70794677734375,278,28,8,7,7,6,1.0149253731343284
17097,True,0.08906245231628418,38,1,1,1,1,1,0.32142857142857145
17098,True,0.10757756233215332,42,1,1,1,1,1,0.09375
17099,True,0.09094643592834473,28,0,0,0,0,0,0.0
17100,True,0.07196831703186035,30,0,0,0,0,0,0.0
17101,True,0.14127421379089355,41,1,1,1,1,1,0.3225806451612903
17102,True,0.10171365737915039,38,0,0,0,0,0,0.0
17103,True,0.18096184730529785,55,2,2,2,2,1,0.4
17104,True,0.2393636703491211,79,6,2,3,1,4,1.0
17105,True,0.2664468288421631,76,5,3,3,2,2,0.3181818181818182
17106,True,0.09756970405578613,40,2,2,2,2,1,0.6333333333333333
17107,True,0.16534018516540527,64,3,3,2,2,1,0.5555555555555556
17108,True,0.09551405906677246,33,0,0,0,0,0,0.0
17109,True,0.11584663391113281,36,0,0,0,0,0,0.0
17110,True,0.060630083084106445,25,0,0,0,0,0,0.0
17111,True,0.0586087703704834,25,0,0,0,0,0,0.0
17112,True,0.11731696128845215,33,1,1,1,1,1,0.6086956521739131
17113,True,0.16998577117919922,48,4,3,1,2,4,2.026315789473684
17114,True,0.062447309494018555,27,0,0,0,0,0,0.0
17115,True,0.21225976943969727,52,2,2,2,2,2,1.1428571428571428
17116,True,1.0101816654205322,316,32,6,8,5,5,0.8986928104575164
17117,True,0.10508990287780762,53,2,2,2,2,1,0.23255813953488372
17118,True,0.12545275688171387,50,1,1,1,1,1,0.425
17119,True,0.13071870803833008,39,0,0,0,0,0,0.0
17120,True,0.07819581031799316,37,0,0,0,0,0,0.0
17121,True,0.0684194564819336,30,0,0,0,0,0,0.0
17122,True,0.10894489288330078,37,1,1,1,1,1,0.1111111111111111
17123,True,0.7849810123443604,170,20,6,7,5,6,1.20625
17124,True,0.10634136199951172,41,0,0,0,0,0,0.0
17125,True,0.19788146018981934,54,3,3,3,3,3,1.4772727272727273
17126,True,1.1061441898345947,542,46,6,8,6,7,1.093984962406015
17127,True,0.08502721786499023,36,1,1,1,1,1,0.7307692307692307
17128,True,0.8889369964599609,297,33,6,6,4,6,1.3344947735191637
17129,True,0.15932369232177734,63,3,2,2,2,2,0.37735849056603776
17130,True,0.11366581916809082,42,2,2,2,2,2,0.25
17131,True,0.14472413063049316,43,0,0,0,0,0,0.0
17132,True,0.09898161888122559,44,2,2,2,2,2,0.5
17133,True,0.06877303123474121,28,0,0,0,0,0,0.0
17134,True,0.24947071075439453,49,4,2,2,1,4,0.6923076923076923
17135,True,0.1013939380645752,34,0,0,0,0,0,0.0
17136,True,0.06129646301269531,26,0,0,0,0,0,0.0
17137,True,0.09186887741088867,35,0,0,0,0,0,0.0
17138,True,6.323890209197998,2658,298,8,9,7,10,1.1042296072507554
17139,True,0.5957889556884766,179,28,8,5,4,5,0.9171597633136095
17140,True,0.12378525733947754,39,1,1,1,1,1,0.20689655172413793
17141,True,0.06852555274963379,31,0,0,0,0,0,0.0
17142,True,0.10297322273254395,44,2,2,1,1,2,1.2941176470588236
17143,True,0.1298508644104004,52,3,2,2,2,3,0.8571428571428571
17144,True,0.1719961166381836,48,1,1,1,1,1,0.42105263157894735
17145,True,0.1104435920715332,41,1,1,1,1,1,0.12903225806451613
17146,True,0.09213757514953613,28,0,0,0,0,0,0.0
17147,True,0.10346698760986328,36,0,0,0,0,0,0.0
17148,True,0.13226914405822754,34,0,0,0,0,0,0.0
17149,True,0.0631098747253418,28,0,0,0,0,0,0.0
17150,True,0.06430482864379883,27,0,0,0,0,0,0.0
17151,True,0.39191436767578125,146,13,4,6,4,5,1.0735294117647058
17152,True,0.11545157432556152,41,1,1,1,1,1,0.45161290322580644
17153,True,0.13864684104919434,34,0,0,0,0,0,0.0
17154,True,0.058923959732055664,26,0,0,0,0,0,0.0
17155,True,0.11147618293762207,62,4,3,4,4,1,0.40384615384615385
17156,True,0.1599433422088623,55,3,3,2,2,1,0.4666666666666667
17157,True,0.06332731246948242,28,0,0,0,0,0,0.0
17158,True,0.12006402015686035,41,0,0,0,0,0,0.0
17159,True,0.06064748764038086,24,0,0,0,0,0,0.0
17160,True,0.07045888900756836,36,0,0,0,0,0,0.0
17161,True,0.14650964736938477,40,0,0,0,0,0,0.0
17162,True,0.0854346752166748,37,0,0,0,0,0,0.0
17163,True,0.1712946891784668,48,0,0,0,0,0,0.0
17164,True,0.07926559448242188,34,0,0,0,0,0,0.0
17165,True,1.2657413482666016,426,44,9,7,7,10,1.0096153846153846
17166,True,0.10970950126647949,38,1,1,1,1,1,0.39285714285714285
